tgid 5598  "adbd"  7fbd039000 0
tgid 6125  "RenderThread"  7e48bc2000 9
tgid 6125  "RenderThread"  7e48bbe000 9
tgid 6125  "RenderThread"  7e48bbf000 9
tgid 6125  "RenderThread"  7e48bc0000 9
tgid 6125  "RenderThread"  7e48bc1000 9
tgid 6125  "RenderThread"  7e56747000 9
tgid 6125  "RenderThread"  7eb2db9000 9
tgid 6125  "RenderThread"  7f29f77000 9
tgid 6125  "RenderThread"  7f29cf2000 9
tgid 6125  "RenderThread"  7e74770000 9
tgid 6125  "RenderThread"  7f28bd6000 9
tgid 6125  "RenderThread"  7f29cfd000 9
tgid 6125  "RenderThread"  7f29cec000 9
tgid 6125  "RenderThread"  7f29cab000 9
tgid 6125  "RenderThread"  7e74771000 9
tgid 6125  "RenderThread"  7e31cba000 9
tgid 6125  "RenderThread"  7f29cfe000 9
tgid 6125  "RenderThread"  7e74772000 9
tgid 6125  "RenderThread"  7e74773000 9
tgid 6125  "RenderThread"  7f29cf3000 9
tgid 6125  "RenderThread"  7e74774000 9
tgid 6125  "RenderThread"  7e48d78000 9
tgid 6125  "RenderThread"  7e45464000 9
tgid 6125  "RenderThread"  7eb2c72000 9
tgid 6125  "RenderThread"  7eb2c71000 9
tgid 6125  "RenderThread"  7f29d4c000 9
tgid 6125  "RenderThread"  7eb2d5e000 9
tgid 6125  "RenderThread"  7eb2d5f000 9
tgid 6125  "RenderThread"  7e45490000 9
tgid 6125  "RenderThread"  7e45465000 9
tgid 6125  "RenderThread"  7e452a8000 9
tgid 6125  "RenderThread"  7eb2d09000 9
tgid 6125  "RenderThread"  7f29db8000 9
tgid 6125  "RenderThread"  7e305c0000 9
tgid 6125  "RenderThread"  7f29db9000 9
tgid 6125  "RenderThread"  7f29d90000 9
tgid 6125  "RenderThread"  7e9b3e8000 9
tgid 6125  "RenderThread"  7e746be000 9
tgid 6125  "RenderThread"  7f29d91000 9
tgid 6125  "RenderThread"  7eb2d0e000 9
tgid 6125  "RenderThread"  7f29c90000 9
tgid 6125  "RenderThread"  7e451d6000 9
tgid 6125  "RenderThread"  7e4549d000 9
tgid 6125  "RenderThread"  7f29d4d000 9
tgid 6125  "RenderThread"  7f29d4e000 9
tgid 6125  "RenderThread"  7f29ced000 9
tgid 6125  "RenderThread"  7e45477000 9
tgid 6125  "RenderThread"  7f29ccf000 9
tgid 6125  "RenderThread"  7e45312000 9
tgid 6125  "RenderThread"  7f29cee000 9
tgid 6125  "RenderThread"  7e4547e000 9
tgid 6125  "RenderThread"  7e454df000 9
tgid 6125  "RenderThread"  7f29caa000 9
tgid 6125  "RenderThread"  7f29ceb000 9
tgid 6125  "RenderThread"  7e4548f000 9
tgid 6125  "RenderThread"  7f2d728000 9
tgid 6125  "RenderThread"  7f29c4a000 9
tgid 6125  "RenderThread"  7e565d8000 9
tgid 6125  "RenderThread"  7e567a6000 9
tgid 6125  "RenderThread"  7f29cad000 9
tgid 6125  "RenderThread"  7e45467000 9
tgid 6125  "RenderThread"  7e565d9000 9
tgid 6125  "RenderThread"  7f1fa3f000 9
tgid 6125  "RenderThread"  7f29c91000 9
tgid 6125  "RenderThread"  7f29d4f000 9
tgid 6125  "RenderThread"  7f29cef000 9
tgid 6125  "RenderThread"  7f29cd0000 9
tgid 6125  "RenderThread"  7e454a9000 9
tgid 6125  "RenderThread"  7f29d50000 9
tgid 6125  "RenderThread"  7e45489000 9
tgid 6125  "RenderThread"  7e4548c000 9
tgid 6125  "RenderThread"  7f29cae000 9
tgid 6125  "RenderThread"  7f29d84000 9
tgid 6125  "RenderThread"  7e565c5000 9
tgid 6125  "RenderThread"  7e451d5000 9
tgid 6125  "RenderThread"  7f2d6f8000 9
tgid 6125  "RenderThread"  7f29fa8000 9
tgid 6125  "RenderThread"  7f29fd5000 9
tgid 6125  "RenderThread"  7f29ff2000 9
tgid 6125  "RenderThread"  7f29d94000 9
tgid 6125  "RenderThread"  7f29d8b000 9
tgid 6125  "RenderThread"  7f29cb0000 9
tgid 6125  "RenderThread"  7e45475000 9
tgid 6125  "RenderThread"  7f29d8d000 9
tgid 6125  "RenderThread"  7f29d8c000 9
tgid 6125  "RenderThread"  7e746ef000 9
tgid 6125  "RenderThread"  7f29cb1000 9
tgid 6125  "RenderThread"  7f29d43000 9
tgid 6125  "RenderThread"  7e334d4000 9
tgid 6125  "RenderThread"  7f2d692000 9
tgid 6125  "RenderThread"  7e305a7000 9
tgid 6125  "RenderThread"  7f29ff3000 9
tgid 6125  "RenderThread"  7e334d2000 9
tgid 6125  "RenderThread"  7e4537f000 9
tgid 6125  "RenderThread"  7e738af000 9
tgid 6125  "RenderThread"  7f29ecd000 9
tgid 6125  "RenderThread"  7f29ff1000 9
tgid 6125  "RenderThread"  7f29cb2000 9
tgid 6125  "RenderThread"  7e4537d000 9
tgid 6125  "RenderThread"  7e5656e000 9
tgid 6125  "RenderThread"  7e56810000 9
tgid 6125  "RenderThread"  7e45371000 9
tgid 6125  "RenderThread"  7f29d8f000 9
tgid 6125  "RenderThread"  7e30617000 9
tgid 6125  "RenderThread"  7eb2d08000 9
tgid 6125  "RenderThread"  7e747e8000 9
tgid 6125  "RenderThread"  7e748a1000 9
tgid 6125  "RenderThread"  7f29d8e000 9
tgid 6125  "RenderThread"  7eb2c23000 9
tgid 6125  "RenderThread"  7e45479000 9
tgid 6125  "RenderThread"  7e74850000 9
tgid 6125  "RenderThread"  7e45466000 9
tgid 6125  "RenderThread"  7e74851000 9
tgid 6125  "RenderThread"  7f29e49000 9
tgid 6125  "RenderThread"  7f29e48000 9
tgid 6125  "RenderThread"  7f29fd2000 9
tgid 6125  "RenderThread"  7e30618000 9
tgid 6125  "RenderThread"  7f29fd1000 9
tgid 600  "Binder:600_3"  7fba63f000 9
tgid 600  "Binder:600_3"  7fba65d000 9
tgid 600  "Binder:600_3"  7fba620000 9
tgid 600  "ImageManager"  7fb631a000 9
tgid 600  "ImageManager"  7fb6319000 9
tgid 600  "ImageManager"  7faa61c000 9
tgid 600  "ImageManager"  7fb7946000 9
tgid 600  "ImageManager"  7fb7947000 9
tgid 600  "ImageManager"  7fbca76000 9
tgid 600  "ImageManager"  7fb9252000 9
tgid 600  "ImageManager"  7fbe1de000 9
tgid 6125  "RenderThread"  7eb2c20000 9
tgid 600  "ImageManager"  7fb75c8000 9
tgid 600  "ImageManager"  7fbe163000 9
tgid 6125  "RenderThread"  7eb2c21000 9
tgid 600  "ImageManager"  7fbe1df000 9
tgid 600  "ImageManager"  7fbe1d8000 9
tgid 600  "ImageManager"  7fb7e67000 9
tgid 600  "ImageManager"  7fbe230000 9
tgid 600  "ImageManager"  7fb9551000 9
tgid 600  "ImageManager"  7faa6fd000 9
tgid 600  "ImageManager"  7faa6fe000 9
tgid 600  "ImageManager"  7faa6ff000 9
tgid 600  "ImageManager"  7faa700000 9
tgid 600  "ImageManager"  7faa701000 9
tgid 600  "ImageManager"  7fbe1f6000 9
tgid 600  "ImageManager"  7fbe1f4000 9
tgid 600  "ImageManager"  7fb7986000 9
tgid 600  "ImageManager"  7fbe234000 9
tgid 600  "ImageManager"  7fbe1f8000 9
tgid 6125  "android.youtube"  7eb6b02000 9
tgid 600  "ImageManager"  7faa686000 9
tgid 600  "ImageManager"  7fb75c9000 9
tgid 6125  "android.youtube"  15791000 9
tgid 6125  "android.youtube"  7f23388000 9
tgid 6125  "android.youtube"  7f23387000 9
tgid 6125  "android.youtube"  7f2338a000 9
tgid 6125  "android.youtube"  157ca000 9
tgid 6125  "android.youtube"  1350a000 9
tgid 6125  "android.youtube"  1524f000 9
tgid 6125  "android.youtube"  7f28fe9000 9
tgid 6125  "android.youtube"  1523a000 9
tgid 6125  "android.youtube"  15790000 9
tgid 6125  "android.youtube"  13570000 9
tgid 6125  "android.youtube"  7f231ff000 9
tgid 6125  "android.youtube"  1357b000 9
tgid 6125  "android.youtube"  7f1f61d000 9
tgid 6125  "android.youtube"  7e92fde000 9
tgid 6125  "android.youtube"  7f1f61c000 9
tgid 6125  "android.youtube"  7f20e14000 9
tgid 6125  "android.youtube"  7f1f61e000 9
tgid 6125  "android.youtube"  7f2319a000 9
tgid 6125  "android.youtube"  7f232ec000 9
tgid 6125  "android.youtube"  13b81000 9
tgid 6125  "android.youtube"  13b7f000 9
tgid 6125  "android.youtube"  7f20e1e000 9
tgid 6125  "android.youtube"  13b80000 9
tgid 6125  "android.youtube"  7f20af0000 9
tgid 6125  "android.youtube"  7f20af1000 9
tgid 6125  "android.youtube"  7f1f61f000 9
tgid 6125  "android.youtube"  15798000 9
tgid 6125  "android.youtube"  15799000 9
tgid 6125  "android.youtube"  15794000 9
tgid 6125  "android.youtube"  1515b000 9
tgid 6125  "android.youtube"  13ba4000 9
tgid 6125  "android.youtube"  7eb3fc1000 9
tgid 6125  "android.youtube"  13ba5000 9
tgid 6125  "android.youtube"  13525000 9
tgid 6125  "android.youtube"  137b8000 9
tgid 6125  "android.youtube"  7edc604000 9
tgid 6125  "android.youtube"  15796000 9
tgid 6125  "android.youtube"  13779000 9
tgid 6125  "android.youtube"  13b7b000 9
tgid 6125  "android.youtube"  1575b000 9
tgid 6125  "android.youtube"  13d72000 9
tgid 6125  "android.youtube"  151a0000 9
tgid 6125  "android.youtube"  7ebba6b000 9
tgid 6125  "android.youtube"  15bb2000 9
tgid 6125  "android.youtube"  7ebba6c000 9
tgid 6125  "android.youtube"  7e73a25000 9
tgid 6125  "android.youtube"  7f232fc000 9
tgid 6125  "android.youtube"  15864000 9
tgid 6125  "android.youtube"  7eb1aa5000 9
tgid 6125  "android.youtube"  7e72e8a000 9
tgid 6125  "android.youtube"  7f231a5000 9
tgid 1340  "android.anim"  1368f000 9
tgid 1340  "android.anim"  7f231d9000 9
tgid 6125  "android.youtube"  7e31db5000 9
tgid 6125  "android.youtube"  15792000 9
tgid 1340  "android.anim"  7f20ca2000 9
tgid 1340  "android.anim"  7ed0be5000 9
tgid 1340  "android.anim"  9efc1000 9
tgid 1340  "android.anim"  7f28a5b000 9
tgid 6125  "android.youtube"  7f20c87000 9
tgid 6125  "android.youtube"  7eb3fb4000 9
tgid 6125  "android.youtube"  7e73a94000 9
tgid 6125  "android.youtube"  15bad000 9
tgid 6125  "android.youtube"  7f20e25000 9
tgid 6125  "android.youtube"  13c53000 9
tgid 6125  "android.youtube"  13c62000 9
tgid 6125  "android.youtube"  13c61000 9
tgid 6125  "android.youtube"  13c67000 9
tgid 6125  "android.youtube"  13c5c000 9
tgid 6125  "android.youtube"  13c60000 9
tgid 6125  "android.youtube"  13c5f000 9
tgid 6125  "android.youtube"  7e737a2000 9
tgid 6125  "android.youtube"  13441000 9
tgid 6125  "android.youtube"  13c5e000 9
tgid 6125  "android.youtube"  7e737a1000 9
tgid 6125  "android.youtube"  7e738aa000 9
tgid 6125  "android.youtube"  7f296dc000 9
tgid 6125  "android.youtube"  7e31d96000 9
tgid 6125  "android.youtube"  13c5b000 9
tgid 6125  "android.youtube"  13c50000 9
tgid 6125  "android.youtube"  13c45000 9
tgid 6125  "android.youtube"  13c4c000 9
tgid 6125  "android.youtube"  13c4b000 9
tgid 6125  "android.youtube"  13c47000 9
tgid 6125  "android.youtube"  13c48000 9
tgid 6125  "android.youtube"  13c4a000 9
tgid 6125  "android.youtube"  7f2d61a000 9
tgid 6125  "android.youtube"  13c49000 9
tgid 6125  "android.youtube"  7f29ddd000 9
tgid 6125  "android.youtube"  7e7471e000 9
tgid 6125  "android.youtube"  13c46000 9
tgid 6125  "android.youtube"  13c44000 9
tgid 6125  "android.youtube"  13c3d000 9
tgid 6125  "android.youtube"  13c3c000 9
tgid 6125  "android.youtube"  13c40000 9
tgid 6125  "android.youtube"  13c3b000 9
tgid 6125  "android.youtube"  13c41000 9
tgid 6125  "android.youtube"  13c3a000 9
tgid 6125  "android.youtube"  13c39000 9
tgid 6125  "android.youtube"  13c34000 9
tgid 6125  "android.youtube"  13c38000 9
tgid 6125  "android.youtube"  7e734e7000 9
tgid 6125  "android.youtube"  13c37000 9
tgid 6125  "android.youtube"  13c36000 9
tgid 6125  "android.youtube"  7e92e64000 9
tgid 6125  "android.youtube"  7e92e7e000 9
tgid 6125  "android.youtube"  7e92f78000 9
tgid 6125  "android.youtube"  13c2f000 9
tgid 6125  "android.youtube"  13c2e000 9
tgid 6125  "android.youtube"  13c19000 9
tgid 6125  "android.youtube"  13c20000 9
tgid 6125  "android.youtube"  13c1d000 9
tgid 6125  "android.youtube"  13c1e000 9
tgid 6125  "android.youtube"  13c1f000 9
tgid 6125  "android.youtube"  13c1c000 9
tgid 6125  "android.youtube"  13c1a000 9
tgid 6125  "android.youtube"  13c11000 9
tgid 6125  "android.youtube"  13c18000 9
tgid 6125  "android.youtube"  13c15000 9
tgid 6125  "android.youtube"  13c17000 9
tgid 6125  "android.youtube"  13c14000 9
tgid 6125  "android.youtube"  13c12000 9
tgid 6125  "android.youtube"  13c23000 9
tgid 6125  "android.youtube"  13c09000 9
tgid 6125  "android.youtube"  13c10000 9
tgid 6125  "android.youtube"  13c0d000 9
tgid 6125  "android.youtube"  13c0f000 9
tgid 6125  "android.youtube"  13c0c000 9
tgid 6125  "android.youtube"  13c01000 9
tgid 6125  "android.youtube"  13c08000 9
tgid 6125  "android.youtube"  13c05000 9
tgid 6125  "android.youtube"  13c07000 9
tgid 6125  "android.youtube"  13c04000 9
tgid 6125  "android.youtube"  13bf9000 9
tgid 6125  "android.youtube"  13c00000 9
tgid 6125  "android.youtube"  13bfd000 9
tgid 6125  "android.youtube"  13bff000 9
tgid 6125  "android.youtube"  13bfb000 9
tgid 6125  "android.youtube"  13bfc000 9
tgid 6125  "android.youtube"  13bef000 9
tgid 6125  "android.youtube"  13bf8000 9
tgid 6125  "android.youtube"  13bf4000 9
tgid 6125  "android.youtube"  13bf0000 9
tgid 6125  "android.youtube"  13c2b000 9
tgid 6125  "android.youtube"  13c29000 9
tgid 6125  "android.youtube"  7eb2dac000 9
tgid 6125  "android.youtube"  7e74942000 9
tgid 6125  "android.youtube"  7e56561000 9
tgid 6125  "android.youtube"  7eb2bc9000 9
tgid 6125  "android.youtube"  7e566be000 9
tgid 6125  "android.youtube"  13c28000 9
tgid 6125  "android.youtube"  13bea000 9
tgid 6125  "android.youtube"  13be4000 9
tgid 6125  "android.youtube"  13c27000 9
tgid 6125  "android.youtube"  7e7374f000 9
tgid 6125  "android.youtube"  7e7357a000 9
tgid 6125  "android.youtube"  7e746c1000 9
tgid 6125  "android.youtube"  7f2d61d000 9
tgid 6125  "android.youtube"  1591f000 9
tgid 6125  "android.youtube"  15920000 9
tgid 6125  "android.youtube"  13ca0000 9
tgid 6125  "android.youtube"  14cec000 9
tgid 6125  "android.youtube"  134cc000 9
tgid 1340  "android.anim"  7f28980000 9
tgid 1340  "android.anim"  7f28adb000 9
tgid 1340  "android.anim"  7f28a5a000 9
tgid 1340  "android.anim"  7fba16d000 9
tgid 1340  "android.anim"  7f28bd8000 9
tgid 1340  "android.anim"  7eb4cbe000 9
tgid 1340  "android.anim"  14088000 9
tgid 1340  "android.anim"  7e812ab000 9
tgid 1340  "android.anim"  7e5aeae000 9
tgid 6125  "android.youtube"  7eb3fcd000 9
tgid 6125  "android.youtube"  13d8c000 9
tgid 6125  "android.youtube"  7f29064000 9
tgid 1340  "android.anim"  7e5affe000 9
tgid 6125  "android.youtube"  158d9000 9
tgid 6125  "android.youtube"  1586d000 9
tgid 6125  "android.youtube"  7ebcc18000 9
tgid 6125  "android.youtube"  158b3000 9
tgid 6125  "android.youtube"  7ebcbe4000 9
tgid 6125  "android.youtube"  7e73a97000 9
tgid 6125  "android.youtube"  159ca000 9
tgid 6125  "android.youtube"  158ca000 9
tgid 6125  "android.youtube"  15b42000 9
tgid 6125  "android.youtube"  15b25000 9
tgid 1340  "android.anim"  7e5afff000 9
tgid 6125  "android.youtube"  7e48bd6000 9
tgid 6125  "android.youtube"  15696000 9
tgid 1340  "android.anim"  7e5b000000 9
tgid 6125  "android.youtube"  7ebcc19000 9
tgid 6125  "android.youtube"  15a2a000 9
tgid 6125  "android.youtube"  7eb3f3d000 9
tgid 1340  "android.anim"  7e5b001000 9
tgid 6125  "android.youtube"  13b8c000 9
tgid 6125  "android.youtube"  7edc5c9000 9
tgid 6125  "android.youtube"  7eb1aa6000 9
tgid 6125  "android.youtube"  1584e000 9
tgid 6125  "android.youtube"  1349a000 9
tgid 6125  "android.youtube"  13bb1000 9
tgid 6125  "android.youtube"  13950000 9
tgid 1340  "android.anim"  7ed0ec9000 9
tgid 6125  "android.youtube"  150f6000 9
tgid 6125  "android.youtube"  15aad000 9
tgid 6125  "android.youtube"  7eb4579000 9
tgid 6125  "android.youtube"  1394a000 9
tgid 6125  "android.youtube"  1394b000 9
tgid 1340  "android.anim"  9eedb000 9
tgid 1340  "android.anim"  9ed0b000 9
tgid 6125  "android.youtube"  1578f000 9
tgid 1340  "android.anim"  7fbe181000 9
tgid 6125  "android.youtube"  158b6000 9
tgid 6125  "android.youtube"  7e72e8c000 9
tgid 6125  "android.youtube"  15b2a000 9
tgid 6125  "android.youtube"  1587d000 9
tgid 6125  "android.youtube"  7eb6e7a000 9
tgid 600  "Binder:600_3"  7faa5b2000 9
tgid 600  "Binder:600_3"  7faa5b0000 9
tgid 600  "Binder:600_3"  7faa5b1000 9
tgid 1340  "android.anim"  9eec9000 9
tgid 6125  "android.youtube"  7eb6e7b000 9
tgid 1340  "android.anim"  72bbf000 9
tgid 1340  "android.anim"  7f28ae7000 9
tgid 6125  "android.youtube"  7eb6e7c000 9
tgid 1340  "android.anim"  7e66f41000 9
tgid 1340  "android.anim"  7ec8ec1000 9
tgid 1340  "android.anim"  7f28ade000 9
tgid 1340  "android.anim"  7eb4e63000 9
tgid 6125  "android.youtube"  133c8000 9
tgid 6125  "android.youtube"  7e48a08000 9
tgid 1340  "android.anim"  7f28ae0000 9
tgid 1340  "android.anim"  7f39808000 9
tgid 1340  "android.anim"  7fbe1ed000 9
tgid 1340  "android.anim"  7fbe1ee000 9
tgid 1340  "android.anim"  7f2d6cd000 9
tgid 1340  "android.anim"  7e5b002000 9
tgid 6125  "android.youtube"  7eb6e82000 9
tgid 1340  "android.anim"  7fbaccd000 9
tgid 6125  "android.youtube"  7eb6e83000 9
tgid 1340  "android.anim"  7f28a0f000 9
tgid 1340  "android.anim"  7eb717b000 9
tgid 1340  "android.anim"  7eb7d7a000 9
tgid 600  "Binder:600_3"  7fba717000 9
tgid 1340  "android.anim"  7edf4c0000 9
tgid 6125  "android.youtube"  7eb6e84000 9
tgid 1340  "android.anim"  9ec79000 9
tgid 1340  "android.anim.lf"  7ecb69f000 9
tgid 1340  "android.anim.lf"  7ecb6a0000 9
tgid 1340  "android.anim.lf"  7ecb69e000 9
tgid 1340  "android.anim.lf"  7ecb69d000 9
tgid 1340  "android.anim.lf"  7f313b7000 9
tgid 1340  "android.anim.lf"  7f2d672000 9
tgid 1340  "android.anim.lf"  7f28bd9000 9
tgid 1340  "android.anim.lf"  7f2d6c5000 9
tgid 1340  "android.anim"  7e6face000 9
tgid 600  "Binder:600_1"  7fba691000 9
tgid 600  "Binder:600_1"  7fba692000 9
tgid 600  "Binder:600_1"  7fba693000 9
tgid 1340  "android.bg"  7e5b1c8000 9
tgid 1340  "android.bg"  7e6f989000 9
tgid 1340  "android.bg"  7eb6e95000 9
tgid 1340  "android.bg"  7fbf6fb000 9
tgid 600  "surfaceflinger"  7faa763000 9
tgid 600  "surfaceflinger"  7faa760000 9
tgid 600  "surfaceflinger"  7faa762000 9
tgid 600  "surfaceflinger"  7faa6e2000 9
tgid 600  "surfaceflinger"  7fb7501000 9
tgid 600  "surfaceflinger"  7faa6e4000 9
tgid 600  "surfaceflinger"  7faa6e5000 9
tgid 600  "surfaceflinger"  7faa764000 9
tgid 600  "surfaceflinger"  7faa772000 9
tgid 600  "surfaceflinger"  7faa708000 9
tgid 1653  "ndroid.systemui"  9ed2a000 9
tgid 1653  "ndroid.systemui"  7f28d06000 9
tgid 1653  "ndroid.systemui"  9ee70000 9
tgid 1653  "pool-2-thread-1"  7f28cfb000 9
tgid 1653  "pool-2-thread-1"  7f28d07000 9
tgid 1653  "pool-2-thread-1"  7f28cfc000 9
tgid 1653  "pool-2-thread-1"  9edda000 9
tgid 1653  "ndroid.systemui"  9edaa000 9
tgid 1653  "pool-2-thread-1"  7f28d03000 9
tgid 1653  "pool-2-thread-1"  7f28d98000 9
tgid 1653  "pool-2-thread-1"  7f289d8000 9
tgid 1340  "android.anim"  9eed1000 9
tgid 6125  "android.youtube"  7eb3f2e000 9
tgid 6125  "android.youtube"  7e31da8000 9
tgid 1653  "pool-2-thread-1"  7f3143b000 9
tgid 1653  "pool-2-thread-1"  7f28cfa000 9
tgid 1653  "pool-2-thread-1"  9edcb000 9
tgid 1340  "android.bg"  7fbe4bd000 9
tgid 6125  "android.youtube"  15755000 9
tgid 6125  "android.youtube"  7ed3474000 9
tgid 6125  "android.youtube"  7e72e8f000 9
tgid 6125  "android.youtube"  13b6d000 9
tgid 6125  "android.youtube"  7eb1aaf000 9
tgid 6125  "android.youtube"  14f66000 9
tgid 6125  "android.youtube"  14f6a000 9
tgid 6125  "android.youtube"  14f68000 9
tgid 6125  "android.youtube"  14f67000 9
tgid 6125  "android.youtube"  14f5c000 9
tgid 6125  "android.youtube"  7f2908c000 9
tgid 6125  "android.youtube"  13d02000 9
tgid 6125  "android.youtube"  13d00000 9
tgid 6125  "android.youtube"  72bdd000 9
tgid 6125  "android.youtube"  1511a000 9
tgid 6125  "android.youtube"  72bda000 9
tgid 1653  "pool-2-thread-1"  9ed1d000 9
tgid 6125  "android.youtube"  72daa000 9
tgid 6125  "android.youtube"  1573d000 9
tgid 6125  "android.youtube"  1573b000 9
tgid 6125  "android.youtube"  7eb3f95000 9
tgid 6125  "android.youtube"  7eb3f96000 9
tgid 6125  "android.youtube"  14e17000 9
tgid 6125  "android.youtube"  1571f000 9
tgid 6125  "android.youtube"  15720000 9
tgid 6125  "android.youtube"  15719000 9
tgid 6125  "android.youtube"  15711000 9
tgid 6125  "android.youtube"  15712000 9
tgid 6125  "android.youtube"  7eb51ca000 9
tgid 6125  "android.youtube"  7eb51d0000 9
tgid 6125  "android.youtube"  7eb51cf000 9
tgid 6125  "android.youtube"  13d93000 9
tgid 6125  "android.youtube"  13d97000 9
tgid 6125  "android.youtube"  15709000 9
tgid 6125  "android.youtube"  15708000 9
tgid 6125  "android.youtube"  15703000 9
tgid 6125  "android.youtube"  156ff000 9
tgid 6125  "android.youtube"  156f5000 9
tgid 6125  "android.youtube"  156f7000 9
tgid 6125  "android.youtube"  156f6000 9
tgid 6125  "android.youtube"  15064000 9
tgid 6125  "android.youtube"  15065000 9
tgid 6125  "android.youtube"  15024000 9
tgid 6125  "android.youtube"  1507d000 9
tgid 6125  "android.youtube"  1505b000 9
tgid 6125  "android.youtube"  1505c000 9
tgid 6125  "android.youtube"  1505d000 9
tgid 6125  "android.youtube"  15078000 9
tgid 6125  "android.youtube"  15056000 9
tgid 6125  "android.youtube"  15057000 9
tgid 6125  "android.youtube"  15073000 9
tgid 6125  "android.youtube"  15051000 9
tgid 6125  "android.youtube"  15052000 9
tgid 6125  "android.youtube"  1506e000 9
tgid 6125  "android.youtube"  1504c000 9
tgid 6125  "android.youtube"  1504d000 9
tgid 1340  "Binder:1340_19"  7f210a5000 9
tgid 1340  "Binder:1340_19"  9ee74000 9
tgid 6125  "RenderThread"  7e746bc000 9
tgid 6125  "RenderThread"  7e5663d000 9
tgid 6125  "RenderThread"  7e56567000 9
tgid 6125  "RenderThread"  7e56568000 9
tgid 6125  "RenderThread"  7e451fd000 9
tgid 6125  "RenderThread"  7e30b14000 9
tgid 600  "Binder:600_1"  7fba802000 9
tgid 600  "Binder:600_1"  7fba803000 9
tgid 600  "Binder:600_1"  7fba80c000 9
tgid 600  "Binder:600_1"  7fbd7b0000 9
tgid 600  "Binder:600_1"  7fbd7ad000 9
tgid 600  "ImageManager"  7fbe1ae000 9
tgid 600  "ImageManager"  7faa621000 9
tgid 1340  "android.bg"  7fbe4be000 9
tgid 1340  "Binder:1340_19"  9eec2000 9
tgid 1340  "android.bg"  7fbe4bf000 9
tgid 1340  "Binder:1340_19"  9ee3c000 9
tgid 1340  "android.bg"  7fbe4c0000 9
tgid 1340  "Binder:1340_19"  7f210ac000 9
tgid 1340  "Binder:1340_19"  7f210b0000 9
tgid 1340  "Binder:1340_19"  1369a000 9
tgid 1340  "Binder:1340_19"  9eebf000 9
tgid 5785  "Binder:5785_5"  7f28e67000 9
tgid 5785  "Binder:5785_5"  7fbe178000 9
tgid 1995  "Binder:1995_2"  7f28bd4000 9
tgid 1995  "Binder:1995_2"  7fbe179000 9
tgid 1340  "system_server"  7f20f86000 9
tgid 1995  "droid.launcher3"  12ee4000 9
tgid 1340  "Binder:1340_19"  14312000 9
tgid 1340  "Binder:1340_19"  139fd000 9
tgid 1340  "Binder:1340_19"  7e66cf7000 9
tgid 1653  "Binder:1653_6"  7f2d807000 9
tgid 1653  "Binder:1653_6"  7f2d809000 9
tgid 1653  "Binder:1653_6"  7f2d80a000 9
tgid 1653  "Binder:1653_6"  7f2d600000 9
tgid 1653  "Binder:1653_6"  13337000 9
tgid 6125  "android.youtube"  7e73a46000 9
tgid 6125  "android.youtube"  15746000 9
tgid 6125  "android.youtube"  7e72e53000 9
tgid 6125  "android.youtube"  7f2370a000 9
tgid 6125  "android.youtube"  7f23709000 9
tgid 1340  "android.anim.lf"  9ec13000 9
tgid 1340  "Binder:1340_D"  7e811c2000 9
tgid 1340  "Binder:1340_D"  7e812ea000 9
tgid 1340  "android.anim.lf"  9ef0b000 9
tgid 1340  "android.anim.lf"  7eb7fa0000 9
tgid 1340  "android.anim.lf"  7ed0db6000 9
tgid 1340  "android.anim.lf"  7f2d75b000 9
tgid 1340  "android.anim.lf"  7ec8d99000 9
tgid 1340  "android.anim.lf"  9ec21000 9
tgid 1340  "android.anim.lf"  7eb7dfd000 9
tgid 1340  "android.anim.lf"  7eb7dfe000 9
